iteration,stage,resolution,initial_family,seed_bandwidth,real_degrees_of_freedom,objective,valid,steps,critical_log_growth,characteristic_log_growth,cutoff_penalty,profile_shape_penalty,profile_path_penalty,peak_h_half_ratio,final_h_half_ratio,peak_l3_ratio,final_l3_ratio,peak_vorticity_ratio,characteristic_ratio,profile_scale_windows,first_profile_drift,latest_profile_drift,minimum_profile_drift,latest_profile_window_time,profile_stationarity_improving,search_score,peak_cutoff_fraction,max_divergence_defect,max_reality_defect,max_energy_balance_residual,max_cfl_bound,max_viscous_number,constrained_gradient_norm,gradient_relative_error,gradient_slope,line_angle,trajectory_count,pair_search_score,preliminary_cross_resolution_ok,refinement_eligible,start_index,search_track,selection_score,growth_objective,horizon,late_window_start,late_rate_samples,late_rate_temperature,late_rate_minimum,late_rate_maximum,late_rate_soft_minimum
0,initial,coarse,orthogonal-bundle,3,684,0.007777936311500486,true,80,0.010150676140178437,0.036439698669260112,0.19596736572667417,0.024831772667636951,0.011929913562568575,1.0102023690110424,1.0102023690110424,1,0.99254977517188447,1.2007322880796789,1.0371117629126829,3,9.1986275702440974,9.9091364998766469,9.1986275702440974,0.036000000000000004,false,-0.2385448501481339,0.002164872055105703,3.332294980281256e-16,1.1948596615607643e-16,9.5626631613221491e-15,0.29017383888973325,0.00075000000000000002,nan,nan,nan,0,1,nan,false,false,0,amplification,nan,endpoint,0.040000000000000001,0.5,5,0.10000000000000001,nan,nan,nan
0,fine-check,fine,orthogonal-bundle,3,684,0.015797429650572643,true,125,0.010248959302942678,0.037013701897671912,8.9623425520563534e-05,0.028193178282271532,0.014101676295793382,1.0103016597741259,1.0103016597741259,1,0.99259405036170534,1.1702460907416863,1.0377072392991531,3,9.2041859633010503,9.9206720810920874,9.2041859633010503,0.035299524520380515,false,-0.23324576396860219,8.9627441819748484e-07,3.609725720881698e-16,1.2813490069415586e-16,3.494665494485627e-14,0.34999999999999998,0.002323478791629478,nan,nan,nan,0,2,-0.24438239319395527,true,false,0,amplification,0.007777936311500486,endpoint,0.040000000000000001,0.5,5,0.10000000000000001,nan,nan,nan
1,gradient-check,coarse,orthogonal-bundle,3,684,0.007777936311500486,true,80,0.010150676140178437,0.036439698669260112,0.19596736572667417,0.024831772667636951,0.011929913562568575,1.0102023690110424,1.0102023690110424,1,0.99254977517188447,1.2007322880796789,1.0371117629126829,3,9.1986275702440974,9.9091364998766469,9.1986275702440974,0.036000000000000004,false,-0.2385448501481339,0.002164872055105703,3.332294980281256e-16,1.1948596615607643e-16,9.5626631613221491e-15,0.29017383888973325,0.00075000000000000002,0.026327428533859817,7.35306954215335e-06,0.1177398397489564,0,4,nan,false,false,0,amplification,nan,endpoint,0.040000000000000001,0.5,5,0.10000000000000001,nan,nan,nan
1,line-trial,coarse,orthogonal-bundle,3,684,0.020685707292077186,true,80,0.020153676466503172,0.059119326899951599,0.2083967052354681,0.030740086915518598,0.016553885627496469,1.0203581330112004,1.0203581330112004,1,0.9928298624421632,1.2441616659681216,1.0609018273136233,5,9.1453056205726373,9.4777569419322756,8.5276083858102929,0.035500000000000004,false,-0.2237936934525821,0.0023170169515313067,2.2228841655759984e-16,1.9144935166805758e-16,2.5195123765087146e-14,0.30272982174788715,0.00075000000000000002,0.026327428533859817,7.35306954215335e-06,0.1177398397489564,0.12,5,nan,false,false,0,amplification,nan,endpoint,0.040000000000000001,0.5,5,0.10000000000000001,nan,nan,nan
1,accepted,coarse,orthogonal-bundle,3,684,0.020685707292077186,true,80,0.020153676466503172,0.059119326899951599,0.2083967052354681,0.030740086915518598,0.016553885627496469,1.0203581330112004,1.0203581330112004,1,0.9928298624421632,1.2441616659681216,1.0609018273136233,5,9.1453056205726373,9.4777569419322756,8.5276083858102929,0.035500000000000004,false,-0.2237936934525821,0.0023170169515313067,2.2228841655759984e-16,1.9144935166805758e-16,2.5195123765087146e-14,0.30272982174788715,0.00075000000000000002,0.026327428533859817,7.35306954215335e-06,0.1177398397489564,0.12,5,nan,false,false,0,amplification,nan,endpoint,0.040000000000000001,0.5,5,0.10000000000000001,nan,nan,nan
1,fine-check,fine,orthogonal-bundle,3,684,0.029219607204143162,true,128,0.020260651084866254,0.059754402824662239,0.00010510761056059475,0.034209855162845623,0.019004130652112899,1.0204672912715504,1.0204672912715504,1,0.99292836850864452,1.2572476394168979,1.0615757945101501,5,9.1470719199170318,9.479975116834316,8.4406722735666477,0.035286590986043406,false,-0.21777498201222184,1.0511313455903003e-06,4.4409180388088736e-16,1.1297032861377159e-16,8.1306489319032949e-14,0.34999999999999998,0.0022635389191446105,nan,nan,nan,0,6,-0.22996454402291308,true,false,0,amplification,0.020685707292077186,endpoint,0.040000000000000001,0.5,5,0.10000000000000001,nan,nan,nan
2,gradient-check,coarse,orthogonal-bundle,3,684,0.020685707292077186,true,80,0.020153676466503172,0.059119326899951599,0.2083967052354681,0.030740086915518598,0.016553885627496469,1.0203581330112004,1.0203581330112004,1,0.9928298624421632,1.2441616659681216,1.0609018273136233,5,9.1453056205726373,9.4777569419322756,8.5276083858102929,0.035500000000000004,false,-0.2237936934525821,0.0023170169515313067,2.2228841655759984e-16,1.9144935166805758e-16,2.5195123765087146e-14,0.30272982174788715,0.00075000000000000002,0.022726990940984897,7.6278520574055648e-06,0.10163819333612842,0,9,nan,false,false,0,amplification,nan,endpoint,0.040000000000000001,0.5,5,0.10000000000000001,nan,nan,nan
2,line-trial,coarse,orthogonal-bundle,3,684,0.032008571484960682,true,80,0.029278872627100699,0.079045341930771632,0.22817756079389401,0.029245367833263841,0.015603380419417957,1.0297117128490612,1.0297117128490612,1,0.99334333732044422,1.1968403351737074,1.0822533924162303,7,8.8505014444866887,11.314441006618031,8.0069890612402261,0.036500000000000005,false,-0.25468534865468717,0.002563083767419243,2.7801920447712517e-16,1.3041613712025739e-16,9.5565916291562303e-15,0.31822408624420767,0.00075000000000000002,0.022726990940984897,7.6278520574055648e-06,0.10163819333612842,0.12,10,nan,false,false,0,amplification,nan,endpoint,0.040000000000000001,0.5,5,0.10000000000000001,nan,nan,nan
2,accepted,coarse,orthogonal-bundle,3,684,0.032008571484960682,true,80,0.029278872627100699,0.079045341930771632,0.22817756079389401,0.029245367833263841,0.015603380419417957,1.0297117128490612,1.0297117128490612,1,0.99334333732044422,1.1968403351737074,1.0822533924162303,7,8.8505014444866887,11.314441006618031,8.0069890612402261,0.036500000000000005,false,-0.25468534865468717,0.002563083767419243,2.7801920447712517e-16,1.3041613712025739e-16,9.5565916291562303e-15,0.31822408624420767,0.00075000000000000002,0.022726990940984897,7.6278520574055648e-06,0.10163819333612842,0.12,10,nan,false,false,0,amplification,nan,endpoint,0.040000000000000001,0.5,5,0.10000000000000001,nan,nan,nan
2,fine-check,fine,orthogonal-bundle,3,684,0.041395741159903174,true,135,0.029420243434597679,0.079884397356719136,0.00017904695505950965,0.032943977374111297,0.018127258314515296,1.0298572943156379,1.0298572943156379,1,0.9934345049807648,1.1554753949927423,1.083161844064733,7,8.8471536779868298,11.239149740449731,7.6916781600908832,0.03608019714908161,false,-0.24915332399440715,1.7906298492225279e-06,3.3486903561235222e-16,1.2648025775023737e-16,4.3954423434300338e-14,0.34999999999999998,0.0021730341824628867,nan,nan,nan,0,11,-0.26179978372466495,true,false,0,amplification,0.032008571484960682,endpoint,0.040000000000000001,0.5,5,0.10000000000000001,nan,nan,nan
