resolution,grid,cutoff,sampling_grid,snapshot,time,energy,enstrophy,palinstrophy,h_half,l3_sample,vorticity_sample,vorticity_fourier_upper_bound,k_rms,stretching,viscous_destruction,net_enstrophy_rate,production_to_dissipation,cutoff_fraction
coarse,16,5,32,0,0,10.000000000000012,51.137577876422512,363.90471479583107,6.5633443298380909,5.5272381814225229,49.461337689679631,145.01867813980186,2.2613619320317224,137.51969186821719,14.556188591833243,122.96350327638395,9.4475068800202742,0
coarse,16,5,32,1,0.0074999999999999997,9.9845072403364448,52.190508855099075,383.32233383290952,6.5898790626642931,5.5217903771537689,51.829607827810335,159.86192417021317,2.2862959524327349,172.71209255957262,15.332893353316381,157.37919920625623,11.264155341054165,6.1362066856367013e-05
coarse,16,5,32,2,0.014999999999999999,9.9686608777949051,53.491602842106822,409.40717978691737,6.6219498334534723,5.5156143215854412,53.521105458743612,175.85174069991388,2.3164578097669684,205.51229039276944,16.376287191476695,189.13600320129274,12.549382408225696,0.00026915221579800635
coarse,16,5,32,3,0.022499999999999999,9.9523894495763301,55.021014061618914,442.41048158287697,6.658730685044504,5.5087283157678835,54.617442192475593,192.74726714645271,2.3512597751259388,235.97760951414378,17.696419263315079,218.2811902508287,13.33476597739344,0.00066465844566380235
coarse,16,5,32,4,0.029999999999999999,9.9356273558239199,56.759590426161466,482.70390781101662,6.6994041106477606,5.5012114546078079,55.221608348338684,210.27482695919403,2.3901325105893716,264.24109787911618,19.308156312440666,244.93294156667551,13.68546502334145,0.0012925211576542569
coarse,16,5,32,5,0.037499999999999999,9.9183146138556193,58.688991543950252,530.71416857569966,6.7431916795383664,5.4931808089380914,56.471386170153686,228.15876395605815,2.4325366002093434,290.40293646080852,21.228566743027987,269.17436971778051,13.679818330466629,0.0021949711592590192
coarse,16,5,32,6,0.044999999999999998,9.9003966842232138,60.791138162765577,586.82900317215308,6.7893675725176275,5.4847623350921637,58.659480346690017,246.13495247169612,2.4779574191348872,314.45739269221377,23.473160126886125,290.98423256532766,13.396466048558784,0.0034065709813889248
coarse,16,5,32,7,0.052499999999999998,9.8818245229641839,63.047311543120912,651.29484371240733,6.8372598163138454,5.476070638990028,62.746710661049406,263.98259000335304,2.5258916502370363,336.26461155344617,26.051793748496294,310.21281780494985,12.907541599620384,0.004950542708062433
coarse,16,5,32,8,0.059999999999999998,9.8625549154499463,65.437226353308191,724.124757855849,6.8862450095912848,5.4672032820367109,65.356858101190596,281.52497157506275,2.5758331270666037,355.56241453889407,28.964990314233962,326.59742422466013,12.275592385203172,0.0068373757300999203
fine,32,10,32,0,0,10.000000000000012,51.137577876422512,363.90471479583107,6.5633443298380909,5.5272381814225229,49.461337689679631,145.01867813980186,2.2613619320317224,137.51969186821719,14.556188591833243,122.96350327638395,9.4475068800202742,0
fine,32,10,32,1,0.0074999999999999997,9.9845071412854516,52.191526538170343,383.38549774271371,6.5898934243956315,5.5217479533532519,51.76251386143371,161.43694717831477,2.2863182543526297,173.00399577743826,15.335419909708548,157.66857586772971,11.281334113838831,2.1212894974413673e-11
fine,32,10,32,2,0.014999999999999999,9.9686599859079479,53.496517543380882,409.75094148803879,6.6220138310925583,5.5155177155818738,53.280502778990865,180.50327688773405,2.3165643267039457,206.33831219233784,16.390037659521553,189.9482745328163,12.58925186620719,1.7115684087671885e-09
fine,32,10,32,3,0.022499999999999999,9.9523858331888935,55.035608460568682,443.58625067463805,6.6589028127916947,5.508620374389869,54.040402989842534,202.85113726686671,2.3515720191233536,237.9210582290375,17.743450026985524,220.17760820205197,13.408951352030744,2.6616729262155356e-08
fine,32,10,32,4,0.029999999999999999,9.9356165594103452,56.795470135151334,486.00738026043513,6.6997883630153883,5.5012171620280181,54.667064475057323,228.99639758691671,2.3908891331532027,268.36469603422933,19.440295210417407,248.92440082381191,13.804558682340463,2.0978599576121745e-07
fine,32,10,32,5,0.037499999999999999,9.9182873648900305,58.76734942667715,538.83233749233818,6.7439631773649786,5.4935316568163142,56.179311141271441,259.34188704922769,2.4341632878903203,298.37214191990148,21.553293499693527,276.81884842020793,13.84345932672165,1.102387512069645e-06
fine,32,10,32,6,0.044999999999999998,9.9003353806801631,60.947041942460658,604.7477108485914,6.7907979241610636,5.485804064502064,59.417658827202068,294.08781338478508,2.4811405270751044,328.61244985347577,24.189908433943657,304.42254141953208,13.584691763130515,4.3423564517260485e-06
fine,32,10,32,7,0.052499999999999998,9.8816984276980406,63.333916056611137,687.39129986697628,6.839738384344515,5.4782404838513834,62.619862713231207,333.18473620468404,2.5316424728610447,359.60353699895597,27.495651994679051,332.10788500427691,13.078560096285273,1.3702579360845857e-05
fine,32,10,32,8,0.059999999999999998,9.8623141974687183,65.929105593608014,791.23109246906438,6.890292867065174,5.4709704195866031,65.579657635822898,376.28591831102005,2.5855275804817777,391.60888759277009,31.649243698762575,359.95964389400751,12.37340428479437,3.6208009396033962e-05
