resolution,grid,cutoff,sampling_grid,snapshot,time,energy,enstrophy,palinstrophy,h_half,l3_sample,vorticity_sample,vorticity_fourier_upper_bound,k_rms,stretching,viscous_destruction,net_enstrophy_rate,production_to_dissipation,cutoff_fraction
coarse,16,5,32,0,0,9.9999999999999876,52.897204966938759,434.59940752353702,6.5757588534022382,6.1662675478249156,81.909784618053791,147.60751916865868,2.2999392376090899,270.10840806088305,17.38397630094148,252.72443175994158,15.537780504581942,0
coarse,16,5,32,1,0.0074999999999999997,9.983823229358828,55.022676260643827,473.6137400130703,6.631833965823474,6.1765075167568746,83.695181231307458,162.12708867685382,2.3475908800945415,331.45220288363834,18.944549600522812,312.50765328311553,17.495913593770066,4.8059611958848933e-05
coarse,16,5,32,2,0.014999999999999999,9.9669451202162236,57.560800061587166,524.11801897379826,6.6964342658036164,6.1845925305688327,85.921160085206438,176.78279772404133,2.4031582886640499,383.67156169956041,20.96472075895193,362.70684094060846,18.300819081300318,0.00019298483290705213
coarse,16,5,32,3,0.022499999999999999,9.9492527218856264,60.439292416708895,585.70937532429525,6.76714414736667,6.1898573876513261,88.803234626076332,191.65412489193088,2.4647022091653041,426.76340549442364,23.428375012971809,403.33503048145184,18.21566392283432,0.00047226076735887177
coarse,16,5,32,4,0.029999999999999999,9.9306544886879156,63.588593074635327,658.36528665030596,6.8416353424707745,6.1917733652627662,91.970331248638445,206.88182436330692,2.5304669653203451,461.42098379210887,26.334611466012237,435.08637232609664,17.521465406376862,0.00098202528299158836
coarse,16,5,32,5,0.037499999999999999,9.9110787591186842,66.946286431245454,742.42504833943701,6.9178170856557086,6.1899540733671934,94.944369048753032,222.52860458107628,2.598979069631584,488.81781062635389,29.697001933577482,459.12080869277639,16.460173714494147,0.0018782594353508881
coarse,16,5,32,6,0.044999999999999998,9.89047121356767,70.45931698612327,838.45564259170646,6.9939311147070162,6.1841286586067916,97.394347127291212,238.60473159342277,2.6690746642173564,510.24993533224665,33.53822570366826,476.71170962857838,15.213981199859294,0.0033615929265507312
coarse,16,5,32,7,0.052499999999999998,9.8687920748840146,74.083499692402455,947.00885335546661,7.0685825944819785,6.1741006192105887,99.019437069701354,255.1157715925589,2.7398623568602347,526.78245656711931,37.880354134218663,488.90210243290062,13.906481832260857,0.0056491546412045469
coarse,16,5,32,8,0.059999999999999998,9.8460138022820036,77.780882876016307,1068.3266285752904,7.1407163679837842,6.1597322295667203,99.612269964125773,271.72898576651426,2.8106464161518154,539.02216702463352,42.733065143011622,496.28910188162189,12.61370241569912,0.0089406499054689673
fine,32,10,32,0,0,9.9999999999999876,52.897204966938759,434.59940752353702,6.5757588534022382,6.1662675478249156,81.909784618053791,147.60751916865868,2.2999392376090899,270.10840806088277,17.38397630094148,252.7244317599413,15.537780504581926,0
fine,32,10,32,1,0.0074999999999999997,9.9838230649270123,55.024399368168829,473.73381640662194,6.6318567382409634,6.1768536102661749,83.424408843726056,164.01576971972369,2.3476276580883568,331.96544527851353,18.949352656264878,313.01609262224866,17.518563895044817,8.1817061260549677e-11
fine,32,10,32,2,0.014999999999999999,9.9669435543675711,57.569664953697469,524.7841094599579,6.6965452199539506,6.1853337841611395,85.352377041657334,181.93029466383823,2.4033435245562478,385.20908837896627,20.991364378398316,364.21772400056796,18.35083615505123,5.7590026082783587e-09
fine,32,10,32,3,0.022499999999999999,9.9492461914461181,60.465860534511485,587.90547425284637,6.7674553332662919,6.1910138711865423,87.696390002000669,202.06064516439332,2.4652446799626082,430.23672904231347,23.516218970113854,406.7205100721996,18.295319055715975,7.100218412244553e-08
fine,32,10,32,4,0.029999999999999999,9.9306351440641123,63.65134020588772,664.14836258650132,6.8423165326698374,6.1932973021742432,90.494101982955115,225.25063183187874,2.5317176141048154,468.15496816688398,26.565934503460053,441.58903366342395,17.622379069929185,4.4600739097022994e-07
fine,32,10,32,5,0.037499999999999999,9.91103165357503,67.074612823369264,755.7570945549819,6.9190941464102229,6.1917215543257971,93.358162795711593,252.0330349362907,2.6014749935952906,500.6649410629451,30.230283782199276,470.43465728074585,16.561701658843024,2.0329484214174969e-06
fine,32,10,32,6,0.044999999999999998,9.8903704557183918,70.697583663360803,866.53365506941964,6.996079336757826,6.1859635787704601,96.311495635454023,282.83080689759214,2.6735973728420617,529.82975460040257,34.661346202776784,495.1684083976258,15.285896615231781,7.648621889285213e-06
fine,32,10,32,7,0.052499999999999998,9.8685955467478745,74.496547628604688,1002.1514718072456,7.07192464084092,6.1758116320410252,99.675906823962748,317.80815191780425,2.7475170634109212,557.73520886740539,40.086058872289826,517.64914999511552,13.913445835229,2.4486176796654277e-05
fine,32,10,32,8,0.059999999999999998,9.8456560850591401,78.460176453543923,1170.1060518356137,7.1456288001183283,6.1611682636346998,104.73200888387838,356.66146646474294,2.8229443025886347,586.04486608564162,46.804242073424547,539.24062401221704,12.521191245149934,6.6932257820997803e-05
