step,time,time_step,max_coefficient_difference,relative_state_l2_difference,max_diagnostic_scaled_difference,internal_energy,fftw_energy,internal_enstrophy,fftw_enstrophy,internal_critical_h_half,fftw_critical_h_half,internal_critical_l3,fftw_critical_l3,internal_vorticity_max,fftw_vorticity_max,internal_cutoff_fraction,fftw_cutoff_fraction,internal_divergence_defect,fftw_divergence_defect,internal_reality_defect,fftw_reality_defect,internal_cfl_bound,fftw_cfl_bound,viscous_stability_number
100,0.033254504330105149,0.00030031509524983314,3.4663338950805535e-16,3.8952498589116878e-16,4.4038840371041889e-16,9.9324806965103907,9.9324806965103871,54.767174682271701,54.767174682271701,6.5914988709316695,6.5914988709316704,6.0504210298245322,6.0504210298245349,80.371892206152609,80.37189220615258,4.0621809968576765e-07,4.0621809968577564e-07,6.9886753673110546e-16,8.6221166689709842e-16,1.2708847492748649e-16,0,0.34999999999999998,0.34999999999999998,0.001801890571498999
110,0.036225623800863235,0.00029451797229221955,3.5868108437031825e-16,4.1821436201685573e-16,1.7896141035823472e-16,9.9259211013393358,9.9259211013393376,55.626895952477611,55.626895952477611,6.6116091557903589,6.6116091557903598,6.0482031401550183,6.0482031401550191,81.441889940851993,81.441889940851993,7.5467762044087819e-07,7.5467762044089058e-07,5.8550450903552231e-16,7.4991435761763681e-16,1.2729253823349848e-16,0,0.34999999999999998,0.34999999999999981,0.0017671078337533172
120,0.039139752313209528,0.0002888988890302542,3.7246496556344892e-16,4.4523445303855477e-16,4.4074094420649509e-16,9.9193864693943539,9.9193864693943521,56.497308610332972,56.497308610332979,6.6316497075871936,6.6316497075871945,6.0455814104078147,6.0455814104078174,82.500042524830448,82.500042524830448,1.3302564391717112e-06,1.3302564391717298e-06,6.6671180517864989e-16,8.3266726846886741e-16,1.6915110622252185e-16,0,0.34999999999999987,0.34999999999999998,0.0017333933341815251
130,0.041998660882960427,0.00028345597515048586,3.8280831222571682e-16,4.6744549309738736e-16,6.1919710620343986e-16,9.9128756237745925,9.9128756237745907,57.376135049850177,57.376135049850213,6.6515545380137722,6.6515545380137713,6.0425785670354033,6.0425785670354051,83.545997307629762,83.545997307629762,2.2430784353431415e-06,2.243078435343172e-06,7.264329320467944e-16,9.1761460956444001e-16,1.6926670431097264e-16,0,0.34999999999999992,0.34999999999999992,0.0017007358509029151
140,0.044804096174646812,0.00027818640089908496,3.9527721412187751e-16,4.9839695581966536e-16,4.4120540999607395e-16,9.9063875559543533,9.9063875559543497,58.261461899786163,58.261461899786163,6.6712684593969929,6.6712684593969938,6.039217105529338,6.0392171055293407,84.580555939693269,84.580555939693298,3.6404610562650429e-06,3.6404610562650844e-06,5.6610488670036757e-16,7.5401228079064598e-16,1.6926670431097264e-16,0,0.34999999999999992,0.34999999999999998,0.0016691184053945099
150,0.047557775399138885,0.00027308717058785724,4.0573250054253601e-16,5.2054748363046806e-16,4.9753713831854221e-16,9.8999213820447451,9.8999213820447469,59.151698206054355,59.15169820605437,6.6907459296489558,6.6907459296489575,6.0355190046857752,6.0355190046857778,85.687199732838835,85.687199732838877,5.7133608340746628e-06,5.7133608340747272e-06,5.8878467200641567e-16,6.6844277772883352e-16,1.6939998869943826e-16,0,0.34999999999999976,0.34999999999999998,0.0016385230235271436
160,0.05026137747507875,0.00026815337977130824,4.7227826721578749e-16,5.6265146758770192e-16,9.7515433131602735e-16,9.8934763184048791,9.8934763184048808,60.045532662949618,60.04553266294959,6.7099499041146,6.7099499041146009,6.0315055481253994,6.0315055481254012,87.437573267137822,87.437573267137907,8.7017145528687453e-06,8.7017145528688215e-06,5.5511422281139208e-16,5.0267485386043072e-16,2.500169269419937e-16,0,0.34999999999999992,0.34999999999999998,0.0016089202786278493
170,0.052916515807712672,0.00026337691167411576,4.7228463897889263e-16,5.8673871607715227e-16,6.3752662697464274e-16,9.8870517123103792,9.8870517123103738,60.941885478258293,60.9418854782583,6.7288506100297241,6.728850610029725,6.0271972968775822,6.027197296877584,89.162423114084135,89.162423114084191,1.2897815279218582e-05,1.289781527921872e-05,6.106226635438361e-16,5.0163212047908651e-16,2.5011921411931953e-16,0,0.34999999999999981,0.34999999999999992,0.0015802614700446945
180,0.055524707704279308,0.00025874874839330143,4.7209743259740281e-16,6.0786199161703964e-16,7.8207901164516691e-16,9.8806470942208602,9.8806470942208584,61.839859872535676,61.839859872535698,6.7474243658563813,6.7474243658563822,6.0226141971802907,6.0226141971802933,90.853062821033276,90.853062821033348,1.8646903633150163e-05,1.8646903633150326e-05,7.7716386150025635e-16,6.6621512497555241e-16,2.5020492262460389e-16,0,0.34999999999999959,0.34999999999999998,0.0015524924903598085
190,0.058087449322565501,0.00025427275936683427,4.8275206921670256e-16,6.3695707917433236e-16,6.1451071495692876e-16,9.8742619783151167,9.8742619783151149,62.738732194766172,62.738732194766207,6.7656532330849881,6.7656532330849899,6.0177755675159217,6.0177755675159217,92.50191652848909,92.501916528489147,2.6344666895333492e-05,2.6344666895333706e-05,7.216783253021517e-16,6.1086902343070183e-16,2.5011921411931953e-16,0,0.34999999999999987,0.34999999999999992,0.0015256365562010057
198,0.059999999999999998,0.00014484918923828721,4.8275206921670256e-16,6.5340224799496389e-16,6.7222491481182858e-16,9.8694363325865506,9.8694363325865471,63.420089327602255,63.420089327602298,6.7792283378557991,6.7792283378557991,6.0139504386904132,6.0139504386904159,93.719439026171827,93.71943902617187,3.3743417795379387e-05,3.3743417795379712e-05,6.7532230144642595e-16,5.6610488670036757e-16,2.5029360753377435e-16,0,0.20213939965931366,0.2021393996593138,0.00086909513542972338
