iteration,stage,resolution,initial_family,seed_bandwidth,real_degrees_of_freedom,objective,valid,steps,critical_log_growth,characteristic_log_growth,cutoff_penalty,profile_shape_penalty,profile_path_penalty,peak_h_half_ratio,final_h_half_ratio,peak_l3_ratio,final_l3_ratio,peak_vorticity_ratio,characteristic_ratio,profile_scale_windows,first_profile_drift,latest_profile_drift,minimum_profile_drift,latest_profile_window_time,profile_stationarity_improving,search_score,peak_cutoff_fraction,max_divergence_defect,max_reality_defect,max_energy_balance_residual,max_cfl_bound,max_viscous_number,constrained_gradient_norm,gradient_relative_error,gradient_slope,line_angle,trajectory_count,pair_search_score,preliminary_cross_resolution_ok,refinement_eligible,start_index,search_track,selection_score,growth_objective,horizon,late_window_start,late_rate_samples,late_rate_temperature,late_rate_minimum,late_rate_maximum,late_rate_soft_minimum
0,initial,coarse,orthogonal-bundle,3,684,0.011379760868999691,true,80,0.010150676140178437,0.036439698669260112,0.19596736572667417,0.024831772667636951,0.011929913562568575,1.0102023690110424,1.0102023690110424,1,0.99254977517188447,1.2007322880796789,1.0371117629126829,3,9.1986275702440974,9.9091364998766469,9.1986275702440974,0.036000000000000004,false,-0.2385448501481339,0.002164872055105703,3.332294980281256e-16,1.1948596615607643e-16,9.5626631613221491e-15,0.29017383888973325,0.00075000000000000002,nan,nan,nan,0,1,nan,false,false,0,amplification,nan,late-rate,0.040000000000000001,0.5,5,0.10000000000000001,0.2640471726912394,0.46421252260190793,0.34381251744194102
0,fine-check,fine,orthogonal-bundle,3,684,0.019421464326437168,true,125,0.010248959302942678,0.037013701897671912,8.9623425520563534e-05,0.028193178282271532,0.014101676295793382,1.0103016597741259,1.0103016597741259,1,0.99259405036170534,1.1702460907416863,1.0377072392991531,3,9.2041859633010503,9.9206720810920874,9.2041859633010503,0.035299524520380515,false,-0.23324576396860219,8.9627441819748484e-07,3.609725720881698e-16,1.2813490069415586e-16,3.494665494485627e-14,0.34999999999999998,0.002323478791629478,nan,nan,nan,0,2,-0.24438239319395527,true,false,0,amplification,0.011379760868999691,late-rate,0.040000000000000001,0.5,5,0.10000000000000001,0.26583530162064828,0.47183751747608871,0.34682484947018011
1,gradient-check,coarse,orthogonal-bundle,3,684,0.011379760868999691,true,80,0.010150676140178437,0.036439698669260112,0.19596736572667417,0.024831772667636951,0.011929913562568575,1.0102023690110424,1.0102023690110424,1,0.99254977517188447,1.2007322880796789,1.0371117629126829,3,9.1986275702440974,9.9091364998766469,9.1986275702440974,0.036000000000000004,false,-0.2385448501481339,0.002164872055105703,3.332294980281256e-16,1.1948596615607643e-16,9.5626631613221491e-15,0.29017383888973325,0.00075000000000000002,0.02662743787029118,7.5851776882775576e-06,0.11908152228924666,0,4,nan,false,false,0,amplification,nan,late-rate,0.040000000000000001,0.5,5,0.10000000000000001,0.2640471726912394,0.46421252260190793,0.34381251744194102
1,line-trial,coarse,orthogonal-bundle,3,684,0.024522693270440668,true,80,0.020415994380357089,0.059846975009109626,0.2155473757225411,0.031954760468131713,0.017459030388663775,1.0206258263368782,1.0206258263368782,1,0.99287640944414657,1.2571846612191599,1.0616740714491895,5,9.1746186198152753,9.4588991730036085,8.9403272082715972,0.035500000000000004,false,-0.22063469262772681,0.0024054075304548342,3.0531133177191805e-16,1.2089223721445892e-16,1.8502777435203122e-14,0.30386999332211273,0.00075000000000000002,0.02662743787029118,7.5851776882775576e-06,0.11908152228924666,0.12,5,nan,false,false,0,amplification,nan,late-rate,0.040000000000000001,0.5,5,0.10000000000000001,0.52692412300163338,0.71205472676053683,0.60418855119939674
1,accepted,coarse,orthogonal-bundle,3,684,0.024522693270440668,true,80,0.020415994380357089,0.059846975009109626,0.2155473757225411,0.031954760468131713,0.017459030388663775,1.0206258263368782,1.0206258263368782,1,0.99287640944414657,1.2571846612191599,1.0616740714491895,5,9.1746186198152753,9.4588991730036085,8.9403272082715972,0.035500000000000004,false,-0.22063469262772681,0.0024054075304548342,3.0531133177191805e-16,1.2089223721445892e-16,1.8502777435203122e-14,0.30386999332211273,0.00075000000000000002,0.02662743787029118,7.5851776882775576e-06,0.11908152228924666,0.12,5,nan,false,false,0,amplification,nan,late-rate,0.040000000000000001,0.5,5,0.10000000000000001,0.52692412300163338,0.71205472676053683,0.60418855119939674
1,fine-check,fine,orthogonal-bundle,3,684,0.033380685773650942,true,128,0.020528873710509599,0.060515107715173072,0.00011533126510364623,0.035672434519321471,0.020140821476021503,1.020741040399012,1.020741040399012,1,0.99298494784145497,1.2733066171295564,1.0623836476386379,6,9.1788479111296883,7.3243000436100223,7.3243000436100223,0.039760812857521102,false,-0.17534533107442304,1.1533791600968479e-06,3.0562657329293362e-16,1.1880501196525142e-16,3.6313833884360491e-14,0.34999999999999998,0.0022607701709486281,nan,nan,nan,0,6,-0.23829641023711681,true,false,0,amplification,0.024522693270440668,late-rate,0.040000000000000001,0.5,5,0.10000000000000001,0.52884490518899063,0.72139867098371491,0.60770082167447814
2,gradient-check,coarse,orthogonal-bundle,3,684,0.024522693270440668,true,80,0.020415994380357089,0.059846975009109626,0.2155473757225411,0.031954760468131713,0.017459030388663775,1.0206258263368782,1.0206258263368782,1,0.99287640944414657,1.2571846612191599,1.0616740714491895,5,9.1746186198152753,9.4588991730036085,8.9403272082715972,0.035500000000000004,false,-0.22063469262772681,0.0024054075304548342,3.0531133177191805e-16,1.2089223721445892e-16,1.8502777435203122e-14,0.30386999332211273,0.00075000000000000002,0.023213969359176068,7.6598542502170767e-06,0.10381602702942989,0,9,nan,false,false,0,amplification,nan,late-rate,0.040000000000000001,0.5,5,0.10000000000000001,0.52692412300163338,0.71205472676053683,0.60418855119939674
2,line-trial,coarse,orthogonal-bundle,3,684,0.036117821539199832,true,80,0.029836083180398001,0.080617692619680853,0.24262215849714117,0.031573962552782914,0.017325508145241336,1.0302856389663093,1.0302856389663093,1,0.99356024435083401,1.21620264739984,1.0839564128051484,8,8.5478066866579123,10.905757953923006,8.5478066866579123,0.040000000000000001,false,-0.24565635146987685,0.0027458694127888914,2.8016723986921148e-16,1.3110653970590514e-16,6.5494484835504352e-15,0.32041872211580369,0.00075000000000000002,0.023213969359176068,7.6598542502170767e-06,0.10381602702942989,0.12,10,nan,false,false,0,amplification,nan,late-rate,0.040000000000000001,0.5,5,0.10000000000000001,0.76925830567129605,0.93719521289544527,0.84325134965333381
2,accepted,coarse,orthogonal-bundle,3,684,0.036117821539199832,true,80,0.029836083180398001,0.080617692619680853,0.24262215849714117,0.031573962552782914,0.017325508145241336,1.0302856389663093,1.0302856389663093,1,0.99356024435083401,1.21620264739984,1.0839564128051484,8,8.5478066866579123,10.905757953923006,8.5478066866579123,0.040000000000000001,false,-0.24565635146987685,0.0027458694127888914,2.8016723986921148e-16,1.3110653970590514e-16,6.5494484835504352e-15,0.32041872211580369,0.00075000000000000002,0.023213969359176068,7.6598542502170767e-06,0.10381602702942989,0.12,10,nan,false,false,0,amplification,nan,late-rate,0.040000000000000001,0.5,5,0.10000000000000001,0.76925830567129605,0.93719521289544527,0.84325134965333381
2,fine-check,fine,orthogonal-bundle,3,684,0.046146661709076213,true,135,0.029989578315797294,0.081525808978516065,0.00020840391267368914,0.035746907396946949,0.02029579850148075,1.0304437949377381,1.0304437949377381,1,0.99367332537491027,1.1774337651710791,1.0849412184472593,8,8.5311931280528572,10.937316286163208,8.5311931280528572,0.03948522513407076,false,-0.23962545011547168,2.0842563027774968e-06,3.0531625992383753e-16,1.2276156489239667e-16,4.8960835385969403e-14,0.35000000000000009,0.0021692147704831617,nan,nan,nan,0,11,-0.25302756070198529,true,false,0,amplification,0.036117821539199832,late-rate,0.040000000000000001,0.5,5,0.10000000000000001,0.77181260311918876,0.9500608374233569,0.84815316297014376
