resolution,grid,cutoff,sampling_grid,snapshot,time,energy,enstrophy,palinstrophy,h_half,l3_sample,vorticity_sample,vorticity_fourier_upper_bound,k_rms,stretching,viscous_destruction,net_enstrophy_rate,production_to_dissipation,cutoff_fraction
coarse,16,5,32,0,0,10.000000000000004,51.397664251740267,366.24462540003412,6.5731523423139979,5.5511271352117451,50.138449203551048,145.29308829360389,2.2671052964461147,134.72973328663781,14.649785016001365,120.07994827063645,9.196703783671774,0
coarse,16,5,32,1,0.0050000000000000001,9.9896560854552163,52.062927665885944,378.37738286553173,6.589877633245905,5.5478342116406294,52.016176050187873,155.20392201536524,2.2829112307881254,160.94910280914843,15.135095314621269,145.81400749452715,10.634165128359875,2.8126621276263055e-05
coarse,16,5,32,2,0.01,9.9791664660374586,52.853623220318404,393.7361807292292,6.6094714166334452,5.544200685313653,53.553194036613867,165.70628133303481,2.3013901424684708,185.99073328798536,15.749447229169169,170.2412860588162,11.809349914422167,0.00011939948174138669
coarse,16,5,32,3,0.014999999999999999,9.9685067180234448,53.763087907809059,412.36543460669918,6.6316691526443439,5.5402110158557445,54.762939903869942,176.73572538221822,2.3223466674446485,209.81300766310363,16.494617384267968,193.31839027883566,12.720089394932948,0.00028591038128740248
coarse,16,5,32,4,0.02,9.9576537643892902,54.784552408314035,434.33868144644822,6.656197350007707,5.5358639953503852,55.671730670924184,188.21201113506254,2.3455816110531988,232.41702602598829,17.373547257857929,215.04347876813037,13.377638001984181,0.0005415275549749966
coarse,16,5,32,5,0.025000000000000001,9.9465858780933427,55.911306562489216,459.75525815907366,6.682781510478212,5.5311730152672434,56.312838450808961,200.04483831281749,2.3708976285597041,253.82933356012029,18.390210326362947,235.43912323375736,13.802416016756911,0.00090106541575752026
coarse,16,5,32,6,0.029999999999999999,9.9352826609333373,57.136778254333862,488.73247606903857,6.7111522225526725,5.526163954102671,56.721128744531406,212.13757623548301,2.3981026030349621,274.08458242963394,19.549299042761543,254.53528338687241,14.020174423139656,0.0013793501524824411
coarse,16,5,32,7,0.035000000000000003,9.9237250147991123,58.454532715878408,521.39410872222004,6.741049345660409,5.5208712325939713,57.656792766876208,224.39806284063619,2.4270109502720887,293.21059701275095,20.855764348888801,272.35483266386217,14.058971520186613,0.0019902646741548
coarse,16,5,32,8,0.040000000000000001,9.9118951196719003,59.858209123346931,557.85647684152536,6.7722244610238702,5.5153334675636083,58.715886668804664,236.73707868786332,2.4574433245872833,311.21736706742547,22.314259073661017,288.90310799376448,13.94701773606168,0.0027458694127888914
fine,32,10,32,0,0,10.000000000000004,51.397664251740267,366.24462540003412,6.5731523423139979,5.5511271352117451,50.138449203551048,145.29308829360389,2.2671052964461147,134.72973328663761,14.649785016001365,120.07994827063625,9.1967037836717598,0
fine,32,10,32,1,0.0050000000000000001,9.9896560548152706,52.063392520854059,378.40525596175917,6.5898843351900114,5.5478063424767559,51.984231037552284,156.15210221354755,2.2829214259966553,161.14147044160424,15.136210238470367,146.00526020313387,10.646090923872425,2.0269872664876924e-12
fine,32,10,32,2,0.01,9.9791662079476868,52.855647566223674,393.86536378367418,6.6094994169739758,5.5441338203907931,53.450034561344658,168.14719434293627,2.301434244563604,186.44632163448267,15.754614551346968,170.6917070831357,11.834394362795891,1.4551283813648187e-10
fine,32,10,32,3,0.014999999999999999,9.9685057691429773,53.768316147443265,412.72937454934396,6.6317373894788529,5.5401087567413461,54.52946927291525,181.50889310861342,2.3224596945752851,210.6936055331974,16.509174981973757,194.18443055122364,12.762212876370391,1.9529896172440665e-09
fine,32,10,32,4,0.02,9.9576512360482816,54.795690531842006,435.19268045234952,6.6563333019502267,5.5357499809445461,55.229643295467575,196.43479925419678,2.3458203341961879,234.00582814472557,17.407707218093982,216.59812092663159,13.442656474684638,1.3447719727464847e-08
fine,32,10,32,5,0.025000000000000001,9.9465801809373549,55.932776162249908,461.56589039529916,6.6830262710534987,5.5310969141621014,55.564642727532558,213.09044482770386,2.3713534690895757,256.56281167456069,18.462635615811966,238.10017605874873,13.896326451616282,6.4300809383279096e-08
fine,32,10,32,6,0.029999999999999999,9.9352710850228299,57.175505132280684,492.30147138595083,6.7115661664618154,5.5262072984255761,56.327479783322431,231.61394668472886,2.3989165708377058,278.58234261789067,19.692058855438034,258.89028376245267,14.146938350276113,2.4191634371615138e-07
fine,32,10,32,7,0.035000000000000003,9.923703140592691,58.520843316049529,528.02163278982516,6.7417179859210608,5.5211518384532141,57.314297436504262,252.11966394947967,2.4283898324702187,300.29946437825805,21.120865311593008,279.17859906666502,14.218142104879908,7.620603554205427e-07
fine,32,10,32,8,0.040000000000000001,9.9118560426777318,59.96678793210441,569.54402467998898,6.7732640443179184,5.5160069600247539,59.034703025576007,274.67947504690841,2.4596759826744825,321.94567764206084,22.781760987199558,299.16391665486128,14.131729229489908,2.0842563027774968e-06
