step,time,time_step,max_coefficient_difference,relative_state_l2_difference,max_diagnostic_scaled_difference,internal_energy,fftw_energy,internal_enstrophy,fftw_enstrophy,internal_critical_h_half,fftw_critical_h_half,internal_critical_l3,fftw_critical_l3,internal_vorticity_max,fftw_vorticity_max,internal_cutoff_fraction,fftw_cutoff_fraction,internal_divergence_defect,fftw_divergence_defect,internal_reality_defect,fftw_reality_defect,internal_cfl_bound,fftw_cfl_bound,viscous_stability_number
400,0.049793448573711721,0.00011779727916890694,7.6703864061882843e-16,1.1713656806488978e-15,7.1675345301433665e-16,9.8765237161801167,9.8765237161801185,73.806083903886005,73.806083903886005,7.0570515069255384,7.0570515069255366,6.1958433263547859,6.1958433263547814,104.26950784104216,104.26950784104211,1.160460398088792e-09,1.1604603980888233e-09,1.1800752096906767e-15,1.2217380468614037e-15,3.1219239620488284e-16,0,0.34999999999999992,0.34999999999999987,0.0031169160068092775
440,0.054405371338791177,0.00011296986681295633,8.3725660761117549e-16,1.2792762422229028e-15,7.4392143931838543e-16,9.8626692546997017,9.8626692546997088,76.410513068275776,76.410513068275719,7.1066848720273006,7.1066848720272979,6.1885552040142731,6.1885552040142686,106.8231381965772,106.82313819657716,4.0745127987967081e-09,4.0745127987966874e-09,1.1134276380627811e-15,1.2697417472443618e-15,3.288948332660592e-16,0,0.34999999999999998,0.34999999999999987,0.0029891826758708245
480,0.058830408835259709,0.00010844564937526887,9.0672993813843426e-16,1.3817703922540258e-15,1.0794724745612114e-15,9.8489175217849088,9.8489175217849105,78.987774399593619,78.987774399593533,7.1535920467819976,7.1535920467819958,6.1800442460878537,6.1800442460878511,109.82232217727936,109.82232217727925,1.2924284196391648e-08,1.2924284196391347e-08,1.2351231148954867e-15,1.098122436902852e-15,3.5349280810539926e-16,0,0.34999999999999992,0.34999999999999953,0.0028694718824696145
520,0.063080665298231031,0.00010422195469839165,9.7627333649768593e-16,1.4926568077871498e-15,1.0075770078355462e-15,9.835273197248382,9.835273197248382,81.535992692063559,81.535992692063488,7.197814712659552,7.197814712659552,6.1704950485686725,6.1704950485686663,113.5704005554536,113.57040055545349,3.7753558169937805e-08,3.7753558169936561e-08,1.498817145412302e-15,1.1523787766631287e-15,3.7675462328533856e-16,0,0.34999999999999992,0.3499999999999992,0.0027577129213194433
560,0.067167902535174268,0.00010028413716529887,1.0311847717468728e-15,1.5857893226246229e-15,1.5727539711266867e-15,9.8217379192510315,9.8217379192510368,84.055187792109962,84.055187792109933,7.2394488161708832,7.2394488161708832,6.1600816716041074,6.1600816716041038,117.46345244659058,117.4634524465904,1.0110920464776102e-07,1.011092046477576e-07,1.5681900222830336e-15,1.2772277835784025e-15,3.9396559324241053e-16,0,0.34999999999999998,0.34999999999999976,0.0026535182693938082
600,0.071103109992334199,9.6610247749321179e-05,1.1307217176861e-15,1.6765887650803507e-15,1.3944225819147141e-15,9.8083117372449653,9.8083117372449689,86.546220003544519,86.546220003544519,7.2786185851135743,7.2786185851135725,6.1489650977327512,6.1489650977327468,122.2945316535716,122.29453165357143,2.4636600616325577e-07,2.463660061632472e-07,1.8041257589932687e-15,1.6656958984559162e-15,4.4908905170778864e-16,0,0.34999999999999998,0.34999999999999964,0.0025563071554470383
640,0.074896337514596997,9.3174429641812849e-05,1.1727615989037266e-15,1.7765953550370912e-15,1.5650444897966794e-15,9.7949940256416923,9.7949940256416923,89.010099460898402,89.01009946089836,7.3154601322084423,7.3154601322084405,6.137292075545921,6.1372920755459148,127.12224304797535,127.12224304797515,5.4668326660155503e-07,5.4668326660153809e-07,1.6377112653951778e-15,1.5404969579567341e-15,4.7775178967136508e-16,0,0.34999999999999998,0.34999999999999992,0.0024653954083223677
680,0.078556592825641827,8.9952855284154787e-05,1.2246766881586545e-15,1.8732284423376522e-15,1.9394309937295591e-15,9.781784332785918,9.7817843327859197,91.447509906791765,91.44750990679168,7.3501108076597061,7.3501108076597035,6.1251949522869253,6.1251949522869209,131.89197537868421,131.89197537868395,1.1161018358997624e-06,1.1161018358997321e-06,1.7770207891484898e-15,1.7486012637846216e-15,5.0893369253349532e-16,0,0.34999999999999998,0.34999999999999981,0.0023801525508187356
720,0.082092304250955747,8.6944397256067844e-05,1.2756682769582717e-15,1.9634964259592027e-15,1.8738496763052835e-15,9.7686811983850959,9.7686811983851012,93.858859036606503,93.858859036606447,7.3827074060405433,7.3827074060405398,6.1127904857067392,6.1127904857067348,136.50795371056353,136.50795371056327,2.1277794602823036e-06,2.1277794602822418e-06,1.4998287152352736e-15,1.4572338030259134e-15,5.0973721035661402e-16,0,0.34999999999999992,0.34999999999999931,0.0023005487513955551
760,0.08551213240688664,8.4150888348990396e-05,1.3077203460159913e-15,2.0600837170277148e-15,2.0180876607410303e-15,9.755679366505662,9.7556793665056603,96.244726982284249,96.244726982284121,7.4133892737585807,7.4133892737585825,6.1001772757954171,6.1001772757954127,140.83486056283459,140.83486056283431,3.8400650405835499e-06,3.8400650405834432e-06,1.5301008426393777e-15,1.3322856994638522e-15,5.129386947068833e-16,0,0.34999999999999992,0.34999999999999942,0.0022266325057142861
800,0.088824288295337339,8.1553308069792045e-05,1.3080183114767748e-15,2.1429959485403693e-15,1.9640992800680703e-15,9.7427724258554562,9.7427724258554598,98.605382288296866,98.605382288296724,7.4422890767831316,7.4422890767831298,6.0874383937334242,6.0874383937334215,144.70607325623067,144.70607325623038,6.6150472423667443e-06,6.6150472423665682e-06,1.4787823218291755e-15,1.2288896686206787e-15,5.129386947068833e-16,0,0.34999999999999998,0.34999999999999931,0.0021579005315266976
840,0.092036332639677518,7.9139252135129089e-05,1.3086128890706195e-15,2.2334880927987419e-15,1.9211784596910612e-15,9.7299538898627898,9.729953889862788,100.94063072977751,100.94063072977737,7.4695297504258518,7.4695297504258518,6.0746429632464185,6.0746429632464123,147.93893449635291,147.93893449635263,1.0900964887012915e-05,1.0900964887012622e-05,1.5850475111027899e-15,1.339224499742524e-15,5.1344298437134705e-16,0,0.34999999999999998,0.3499999999999997,0.0020940246114955156
880,0.09515536007278233,7.689491968107183e-05,1.3377361448126318e-15,2.3245278362819021e-15,1.8903266698254475e-15,9.7172167851431102,9.7172167851431102,103.2499706500594,103.24997065005927,7.4952256322042361,7.4952256322042361,6.0618469892281537,6.0618469892281484,150.35342771219783,150.35342771219754,1.7156345545171838e-05,1.7156345545171394e-05,1.8877649508503633e-15,1.5196336070966301e-15,5.3762995960610945e-16,0,0.34999999999999992,0.34999999999999976,0.002034639574761161
920,0.098187747448746504,7.4799261507507272e-05,1.3428238844155455e-15,2.4125594704269789e-15,2.2340147434356069e-15,9.7045549597447511,9.7045549597447511,105.53247326703638,105.5324732670362,7.5194804116318323,7.5194804116318297,6.0490965979130316,6.0490965979130289,152.66708251009302,152.66708251009268,2.5721606728233145e-05,2.5721606728232522e-05,1.9664634344014413e-15,1.6795707004447875e-15,5.3668879273305453e-16,0,0.34999999999999998,0.34999999999999937,0.0019791884594886422
945,0.10000000000000001,3.2105168654331107e-05,1.3421379638649427e-15,2.4587528721859433e-15,2.2107617676100013e-15,9.6968549318549702,9.6968549318549702,106.91307902506723,106.91307902506703,7.5336286260400964,7.5336286260400946,6.0413468239262755,6.041346823926272,154.27284755949077,154.27284755949043,3.2140343203453816e-05,3.2140343203453111e-05,1.8483004450992482e-15,1.6240717986243493e-15,5.3573754696478564e-16,0,0.15276804464860952,0.15276804464860935,0.00084950276259360103
