backend,grid,cutoff,sampling_grid,dense_sampling_grid,step,observation,time,energy,enstrophy,palinstrophy,h_half,l3_sample,vorticity_sample,l3_dense,vorticity_dense,vorticity_fourier_bound,k_rms,stretching,viscous_destruction,net_enstrophy_rate,production_to_dissipation,cutoff_fraction,divergence_defect,reality_defect,nonlinear_energy_residual,peak_cutoff_fraction,minimum_time_step,maximum_time_step,maximum_cfl,maximum_viscous_number,bkm_sampled_integral,h_half_ratio,l3_ratio,vorticity_ratio,l3_dense_ratio,vorticity_dense_ratio,enstrophy_ratio,k_rms_ratio,cutoff_stopped
fftw,128,42,128,128,0,0,0,9.9999999999999929,47.589867445258427,356.41179938367952,6.4108264101366483,6.0460474943073441,69.898144071751801,6.0460474943073441,69.898144071751801,145.01898367729987,2.181510198125566,147.38994080613637,14.256471975347182,133.13346883078918,10.338458284841334,0,1.3947004136484323e-16,0,1.27675647831893e-15,0,0,0,0,0,0,1,1,1,1,1,1,1,false
fftw,128,42,128,128,103,1,0.01,9.9806602485203086,49.199656333242054,386.13356670670419,6.4535975519983948,6.0525569978859712,72.776045536276001,6.0525569978859712,72.776045536276001,162.91840977503739,2.2202475452516159,203.02398338320782,15.445342668268168,187.57864071493964,13.144673300147129,4.0432334380316996e-37,4.163336342344337e-16,0,5.2791104820926193e-14,4.0432334380316996e-37,7.6788613197327493e-05,0.00010018955506117256,0.40000000000000008,0.010604062507674504,0.71337094804013901,1.0066717048825589,1.0010766543902865,1.0411727879580033,1.0010766543902865,1.0411727879580033,1.0338262948480648,1.0177571240140588,false
fftw,128,42,128,128,213,2,0.02,9.9605727825883967,51.315491830411105,429.77316197253481,6.5076154797075825,6.0548291738614433,76.014429067034484,6.0548291738614433,76.014429067034484,183.75074427461311,2.2697712526905667,251.46171855504915,17.190926478901392,234.27079207614776,14.627583851496938,3.6298716799609526e-30,5.5619465775679633e-16,0,1.1068923555512811e-13,3.6298716799609526e-30,2.0588240417441367e-05,0.00010018955506117256,0.40000000000000008,0.010604062507674504,1.4573233210566916,1.0150977523612079,1.001452466187599,1.0875028239520093,1.001452466187599,1.0875028239520093,1.0782860845207896,1.0404586944589294,false
fftw,128,42,128,128,330,3,0.029999999999999999,9.9395508096469438,53.859371690732843,488.07517027896972,6.5699251164577257,6.0523278811115722,79.536695594861698,6.0523278811115722,79.536695594861698,208.80171103918752,2.3278085677071005,292.81231647473544,19.52300681115879,273.28930966357666,14.998320663770517,4.0506608019756148e-24,8.0682359980536376e-16,0,3.0131452888326749e-13,4.0506608019756148e-24,2.0588240417441367e-05,0.00010018955506117256,0.40000000000000008,0.010604062507674504,2.2350789443661725,1.0248171914418887,1.0010387590918102,1.1378942409860802,1.0010387590918102,1.1378942409860802,1.1317403174674963,1.0670628859343585,false
fftw,128,42,128,128,455,4,0.040000000000000001,9.9174378750993384,56.759371448707938,563.43957704313993,6.6376170496079325,6.0447411780033971,83.256067685112498,6.0447411780033971,83.256067685112498,239.62558347009698,2.3923187516411049,328.30320368247783,22.537583081725597,305.76562060075224,14.566921505823737,8.6438138330923568e-20,1.0598351248261427e-15,0,8.3821838359199319e-13,8.6438138330923568e-20,1.422455711328624e-05,0.00010018955506117256,0.40000000000000008,0.010604062507674504,3.0490427607660435,1.0353761941070012,0.99978393879552274,1.1911055549579188,0.99978393879552274,1.1911055549579188,1.1926776537883192,1.0966342278375198,false
fftw,128,42,128,128,589,5,0.050000000000000003,9.8941034004454895,59.959486752773593,660.99343274378964,6.7080961098054308,6.031988942935925,87.563690635668408,6.031988942935925,87.563690635668408,278.17359241478079,2.4617317726612438,360.13829061729115,26.439737309751585,333.69855330753956,13.621099423119603,1.3244539830951679e-16,1.1128437008356574e-15,0,1.296879270640261e-12,1.3244539830951679e-16,1.4656864009907067e-06,0.00010018955506117256,0.40000000000000008,0.010604062507674504,3.9031415523699482,1.0463699499332484,0.99767475340134926,1.2527326983930014,0.99767475340134926,1.2527326983930014,1.2599212809689724,1.1284530206535153,false
fftw,128,42,128,128,732,6,0.059999999999999998,9.8694348239434451,63.426417913578355,790.22255061526641,6.7792534877579245,6.0142073326752046,93.34605250351018,6.0142073326752046,93.34605250351018,326.82191125880018,2.5350641326446537,391.162420726059,31.608902024610657,359.55351870144835,12.375071440997868,3.3087897485779499e-14,1.2809919831390572e-15,0,2.8068103397060895e-12,3.3087897485779499e-14,1.4656864009907067e-06,0.00010018955506117256,0.40000000000000008,0.010604062507674504,4.8076902680658407,1.057469513920815,0.99473372287231965,1.3354582406034794,0.99473372287231965,1.3354582406034794,1.3327714767547181,1.1620684307700575,false
fftw,128,42,128,128,887,7,0.070000000000000007,9.8433279027398406,67.151832298064079,967.40498621348922,6.8495245484881542,5.9917195897651023,101.85084796125571,5.9917195897651023,101.85084796125571,388.43672232566473,2.6119084915236295,424.46855059557203,38.696199448539566,385.77235114703245,10.969256842911788,2.338054291853932e-12,1.6660427317747566e-15,0,3.2382152514998097e-12,2.338054291853932e-12,1.4656864009907067e-06,0.00010018955506117256,0.40000000000000008,0.010604062507674504,5.7836747703896707,1.0684308247151797,0.99101431065611145,1.457132364726363,0.99101431065611145,1.457132364726363,1.4110531485574602,1.1972937342983212,false
fftw,128,42,128,128,1054,8,0.080000000000000002,9.81567712647146,71.149457817096447,1218.8974224571305,6.9178485191041759,5.965005381339985,112.95734220766757,5.965005381339985,112.95734220766757,466.43793968755654,2.6923137256143876,462.98673321189904,48.755896898285222,414.23083631361379,9.4960151010611931,6.2620657798079646e-11,1.5560189159031988e-15,0,2.8970159604568835e-12,6.2620657798079646e-11,1.4656864009907067e-06,0.00010018955506117256,0.40000000000000008,0.010604062507674504,6.8577157212342863,1.0790884164584205,0.98659585240710324,1.6160277745245233,0.98659585240710324,1.6160277745245233,1.4950547592707228,1.2341513360458836,false
fftw,128,42,128,128,1236,9,0.089999999999999997,9.7863684071156118,75.446553353537325,1584.5848489337127,6.983562300446712,5.9346689396891898,126.39490025903255,5.9346689396891898,126.39490025903255,564.85481223276884,2.7765718860020918,509.04827590757253,63.38339395734851,445.66488195022401,8.0312562033222381,8.1306464167489554e-10,1.4545219296763381e-15,0,2.8242963523439357e-12,8.1306464167489554e-10,1.4656864009907067e-06,0.00010018955506117256,0.40000000000000008,0.010604062507674504,8.0544769335677859,1.0893388548790632,0.98157828652139723,1.8082726220782877,0.98157828652139723,1.8082726220782877,1.5853490964294412,1.2727751116578894,false
fftw,128,42,128,128,1433,10,0.10000000000000001,9.7552763045570288,80.069887654859315,2119.1715837923944,7.0462657478421455,5.901398402940587,141.44984860468747,5.901398402940587,141.44984860468747,687.25489570907155,2.8649353241945485,563.94301660507335,84.766863351695775,479.17615325337761,6.6528711138606917,7.2978031643778255e-09,1.5593224665824852e-15,0,2.1757595725091505e-12,7.2978031643778255e-09,1.4656864009907067e-06,0.00010018955506117256,0.40000000000000008,0.010604062507674504,9.3937006778863879,1.099119722958144,0.97607542919519708,2.0236567148261684,0.97607542919519708,2.0236567148261684,1.6824986484142226,1.3132807385710168,false
